,pretty_comp,act_layer_1_0,act_layer_1_1,act_layer_2_0,act_layer_2_1,act_layer_3_0,act_layer_3_1,act_layer_4_0,act_layer_4_1,act_layer_5_0,act_layer_5_1,act_layer_6_0,act_layer_6_1,act_layer_7_0,act_layer_7_1,act_layer_8_0,act_layer_8_1,act_layer_9_0,act_layer_9_1,act_layer_10_0,act_layer_10_1,act_layer_11_0,act_layer_11_1,act_layer_12_0,act_layer_12_1,act_layer_13_0,act_layer_13_1,act_layer_14_0,act_layer_14_1,act_layer_15_0,act_layer_15_1,act_layer_16_0,act_layer_16_1
56,ScF,2.43634632519,-1.40898896836,-89.5909039265,-67.2631591965,-1539.3168615,526.152190695,-70292.4307745,-1979.93169069,-226633.691151,-40248.3646565,-64604.5131269,1200.02383702,-111265.565772,-12.5293895295,-178310.255718,116.85917407,-24350.4794253,-1.02083050409,-11341.9061247,-1.27238122008,-3649.14633565,-839.757519785,-821.6508392,1.44843937091,-252.741832581,0.521548063637,-41.7509885076,-6.35741506841,-3.83980217415,2.97659486625,-5.8264096483,4.38193141143
57,MgF,0.989312007471,-1.55905835047,-111.348002873,-74.1699632744,-1534.59882632,535.016750627,-70040.8581539,-1732.29495422,-226638.18557,-40251.4946173,-64605.2654433,4616.06563441,-111265.61077,33.5417135545,-178310.257523,426.192890242,-24350.4798454,-1.11720625971,-11341.1196743,8.64326776105,-3649.1487719,-839.762219097,-821.650927534,5.17709083342,-252.741851238,1.37752403444,-41.7509957491,-6.3574259711,-3.8591864483,3.57232806418,-6.52097680076,4.99971009973
58,CaS,1.39331750151,-2.82471023247,-132.689834458,-68.948001146,-1538.58263903,526.737294651,-70324.5568884,-2030.30918011,-226633.324328,-40248.1091971,-64604.4517248,921.215378722,-111265.562099,-16.289594086,-178310.255559,89.5719012998,-24350.4793883,-1.01232890574,-11341.9754999,-2.14707074715,-3649.14602552,-839.756921578,-821.650827955,0.973794375279,-252.741830206,0.41258518577,-41.7178415329,-6.35750024433,-3.91343017169,5.85536653641,-5.51905482635,4.10855646406
59,LaS,1.59687972649,-3.13528186132,-135.683154184,-70.776492849,-1538.96125513,526.297752585,-70334.9598799,-2049.1555833,-226633.326051,-40248.1103967,-64604.4520131,922.524582187,-111265.562117,-16.271937426,-178310.255569,91.207266885,-24350.4793905,-1.01283841981,-11341.9713421,-2.0946492593,-3649.14607612,-839.757019177,-821.65082979,1.05123427575,-252.741830593,0.43036285439,-41.7510130275,-6.35745190863,-3.84264562414,3.06482608936,-5.66678208117,4.23995160618
60,SrS,1.51712469159,-2.79729910151,-131.471917378,-66.6894186044,-1539.24050255,525.7200408,-70346.598395,-2050.44517659,-226633.158862,-40247.9939647,-64604.4240275,795.450547245,-111265.560443,-17.9857455129,-178310.2555,79.4606056006,-24350.4793746,-1.00917864213,-11342.0012068,-2.47118657022,-3649.14588316,-839.756646972,-821.650822793,0.755909845256,-252.741829115,0.362566034351,-41.7510312581,-6.35747929955,-3.8447597469,3.13042645704,-5.54809676428,4.13438764577
61,VO,-1.31184910697,0.936863105346,-94.6444673051,-41.2452533209,-1539.25251504,525.938551479,-70345.6224852,-2049.65697158,-226632.992279,-40247.8779548,-64604.3961434,668.837266473,-111265.558775,-19.6933399147,-178310.255432,67.7565445972,-24350.4793587,-1.00553213444,-11342.0309632,-2.84635861811,-3649.14584739,-839.756577978,-821.650821496,0.701166319537,-252.741828868,0.350009785428,-41.7510353681,-6.35748547401,-3.8451134086,3.1420342543,-5.52581407292,4.11456843636
62,PaO,-0.754961924983,-1.78969199718,-136.421441137,-70.4556699726,-1539.0760471,525.86158129,-70362.6389221,-2066.50597028,-226632.68936,-40247.6669986,-64604.345438,438.599402257,-111265.555742,-22.7984868244,-178310.255307,46.4734739804,-24350.4793298,-0.998901199956,-11342.0850733,-3.52858435415,-3649.1457035,-839.75630043,-821.650816279,0.480946718063,-252.741828627,0.299879925197,-41.7510552393,-6.35751532831,-3.84697131384,3.20128815452,-5.39897386404,4.001751155
63,ThF,0.283148915825,-1.8235747501,-129.475838933,-62.9955685613,-1537.15834166,527.328825507,-69919.5023303,-1656.76571281,-226639.820032,-40252.6328739,-64605.5390344,5858.35995273,-111265.627135,50.2961533632,-178310.258231,547.473418355,-24350.4800101,-1.15499231309,-11340.8113306,12.5308974532,-3649.15075579,-839.766045848,-821.650999467,8.21341232663,-252.741866431,2.07456387448,-41.7508789085,-6.35725050102,-3.83564941569,2.86600254937,-6.72424192723,5.18050307672
64,PuF,0.283148915825,-1.8235747501,-129.475838933,-62.9955685613,-1537.15834166,527.328825507,-69919.5023303,-1656.76571281,-226640.31939,-40252.980632,-64605.6226214,6237.90322536,-111265.632134,55.4149375196,-178310.255526,19.6781999524,-24350.4799874,-1.14978629554,-11340.853813,11.9952750424,-3649.1510656,-839.766643446,-821.6510107,8.68757440545,-252.741868804,2.18341584646,-41.7509381382,-6.3573394541,-3.84459771915,3.15632740004,-6.82008501484,5.26575015
65,BaS,1.34705504149,-2.66488153692,-134.909543785,-70.3481385249,-1538.99319388,526.123595071,-70326.6223653,-2027.98161959,-226633.209371,-40248.0291399,-64604.4324822,833.840787382,-111265.560948,-17.4679883728,-178310.255048,-8.42959035496,-24350.4793679,-1.00764933415,-11342.0136863,-2.62852989944,-3649.14598953,-839.756852157,-821.65082665,0.918712891241,-252.74182993,0.399940263327,-41.7512153317,-6.35775588761,-3.88833762515,4.85178051247,-5.59422984855,4.17542044755
66,EuSe,1.40396142803,-3.68371219186,-128.880226797,-65.2022609728,-1538.01963945,527.732240938,-70359.0286245,-2059.61512452,-226632.62626,-40247.6230554,-64604.3348759,390.639769796,-111265.55511,-23.4453037683,-178310.255282,42.0401075989,-24350.4793237,-0.997519944007,-11342.0963447,-3.67069531212,-3649.1456318,-839.756162117,-821.650813679,0.37120342627,-252.741828547,0.274934674836,-41.7510871101,-6.35756321869,-3.8586270928,3.56943932634,-5.32175407555,3.9330684661
67,AlF,0.162694855192,-1.58992378319,-95.4503110915,-53.926005791,-1539.08408988,524.862486939,-70356.6455764,-2062.38334466,-226632.484754,-40247.5245089,-64604.3111893,283.086080595,-111265.553693,-24.8958472255,-178310.255224,32.0979008373,-24350.4793102,-0.994422357074,-11342.1216226,-3.96856829981,-3649.14554715,-839.755998831,-821.65081061,0.241644869301,-252.741828452,0.245485320558,-41.7511414601,-6.3576448421,-3.85648758823,3.51671802621,-5.232802476,3.85395098654
68,PmS,1.46011961958,-2.9218549605,-129.610130136,-64.5188773557,-1539.24710111,525.587884567,-70371.0236309,-2070.60596928,-226632.566974,-40247.5817678,-64604.324952,345.578451356,-111265.554517,-24.0530319656,-178310.255257,37.8746599078,-24350.4793181,-0.996222160852,-11342.1069351,-3.80055404472,-3649.14562933,-839.756157356,-821.65081359,0.367425743671,-252.741828544,0.274075992653,-41.7510987071,-6.35758061136,-3.84637339951,3.21123332601,-5.30994050228,3.92256095251
69,TbF,3.4838148675,-1.32193836601,-67.9429791127,-74.8430609401,-1539.28726489,525.954145207,-70314.3914984,-2015.52787138,-226632.724094,-40247.6911879,-64604.3512522,464.999719021,-111265.55609,-22.4424337998,-178310.255309,46.7002685994,-24350.4793301,-0.998971858878,-11342.0844967,-3.52131458101,-3649.1456541,-839.756205136,-821.650814488,0.405336739705,-252.741828571,0.282693372794,-41.7510906354,-6.35756848533,-3.84616766461,3.20051577761,-5.34031551977,3.94957783402
70,NdS,1.66146838303,-3.08703866445,-128.343760241,-63.2970971413,-1539.25561794,525.591028862,-70370.5295668,-2070.30757301,-226632.517861,-40247.5475653,-64604.3167311,308.249917246,-111265.554025,-24.5564703055,-178310.255237,34.4240333351,-24350.4793134,-0.995147085224,-11342.1157084,-3.90091386284,-3649.14551105,-839.755929206,-821.650809301,0.186400396369,-252.741828412,0.23292792614,-41.7512140148,-6.35775383795,-3.44518641677,3.73425097804,-5.15524781792,3.78497044986
71,SmS,1.51296597706,-2.94008889229,-132.205456078,-69.2124993584,-1538.69400127,526.551615107,-70378.5051209,-2074.06629449,-226632.475341,-40247.5179535,-64604.3096136,275.931543055,-111265.553599,-24.9923384104,-178310.25522,31.4365360527,-24350.4793093,-0.994216302388,-11342.1233042,-3.98780380548,-3649.14551772,-839.755942075,-821.650809543,0.196611982828,-252.741828419,0.235249085157,-41.7511332112,-6.3576324381,-3.84709068742,3.24956339935,-5.18795412493,3.81406088319
72,PrS,1.6274094765,-3.12197411239,-126.18256105,-61.3656661919,-1539.24707583,525.557088508,-70375.9357595,-2075.82879509,-226632.485133,-40247.5247728,-64604.3112527,283.374135874,-111265.553697,-24.8919625622,-178310.254999,-11.292695904,-24350.4793048,-0.99317103185,-11342.1318345,-4.08203081124,-3649.14549703,-839.755902154,-821.650808793,0.164936198579,-252.741828396,0.228049006576,-41.7511396097,-6.35764204886,-3.84722370446,3.25667140517,-5.16533300911,3.79394066413
73,GdS,1.43718868177,-2.87588328571,-128.386225731,-63.2124624551,-1539.2461323,525.592224285,-70371.3117992,-2070.89538759,-226632.643255,-40247.6348904,-64604.3377205,403.556511567,-111265.55528,-23.2710995691,-178310.255289,43.2341284753,-24350.4793254,-0.997891952323,-11342.0933091,-3.63242109798,-3649.14563728,-839.756172688,-821.650813878,0.379590753058,-252.741828553,0.276841166016,-41.7510841412,-6.35755873123,-3.8459020629,3.19159681095,-5.38536507698,3.989646899
74,NbO,-0.929687791824,1.7016833157,-71.3425912124,-37.952773194,-1539.28128067,525.814280001,-70347.1695874,-2047.5135519,-226632.868269,-40247.7915928,-64604.3753855,574.581697032,-111265.557533,-20.9645358481,-178310.255381,59.0436122755,-24350.4793468,-1.0028175406,-11342.053115,-3.12565044833,-3649.14578156,-839.756451002,-821.65081911,0.600417845042,-252.741828714,0.327036387829,-41.7511515911,-6.3576600857,-3.70596447891,3.76745955308,-5.47378699958,4.06829326051
75,CeS,1.56327593186,-3.03941738735,-127.569498713,-62.4657016458,-1539.2483962,525.567342086,-70376.5618914,-2074.13336925,-226632.53162,-40247.5571468,-64604.3190341,318.707126521,-111265.554163,-24.4154372803,-178310.255243,35.3906912328,-24350.4793147,-0.995448257548,-11342.1132506,-3.87279902156,-3649.14551173,-839.755930525,-821.650809326,0.1874472923,-252.741828413,0.233165912425,-41.7511350625,-6.35763521877,-3.84712916994,3.25161990398,-5.18140959304,3.80823988761
76,AcS,-1.7843272987,-2.30732609567,-122.344909927,-38.1606713241,-1523.15371183,508.777808527,-70340.262865,-2112.9393214,-226474.610402,-40273.463285,-64566.6678359,-208.009693479,-111213.522998,-32.3659930887,-178219.759723,-15.2350560135,-24337.1166036,-0.979631952818,-11336.002641,-4.90420071377,-3649.05384356,-837.510785235,-821.100820704,-0.285325873513,-252.595395149,-0.0310775162924,-41.392638094,-6.35420510169,-3.8281440907,2.3132313536,-2.37667739887,1.3135872542
77,CsCl,0.582537871742,-0.320951134586,-131.089362757,-66.9437719504,-1539.05496336,525.443660481,-70363.3781949,-2062.09952551,-226632.732277,-40247.6968863,-64604.3526218,471.218893245,-111265.556172,-22.3585577287,-178310.255325,49.4888056334,-24350.4793339,-0.999840652689,-11342.0774072,-3.43192846478,-3649.14569782,-839.756289459,-821.650816073,0.472242234975,-252.74182862,0.29790136631,-41.7510562147,-6.35751679372,-3.84704883176,3.20383336234,-5.3930613896,3.99649233922
78,KCl,0.829118863932,-0.926153386331,-129.538203644,-65.5374383704,-1539.09405884,525.394944612,-70363.6050257,-2060.61148923,-226632.814444,-40247.7541087,-64604.3663758,533.671499622,-111265.556994,-21.5162789317,-178310.255359,55.2618837161,-24350.4793417,-1.00163930784,-11342.0627297,-3.24687328664,-3649.14579985,-839.756486273,-821.650819773,0.628403178085,-252.741828742,0.333405005944,-41.751046404,-6.35750204995,-3.84529185654,3.15324878655,-5.49403416733,4.08630198535
79,YS,1.50709212116,-2.88326707871,-127.791899864,-66.7969870224,-1538.64345693,526.601167207,-70382.5260538,-2077.37565045,-226632.52797,-40247.5546053,-64604.3184232,315.933385193,-111265.554126,-24.4528458928,-178310.255241,35.1342885031,-24350.4793144,-0.99536837249,-11342.1139025,-3.88025641292,-3649.14557504,-839.756052642,-821.650811622,0.284340806778,-252.741828483,0.255190330201,-41.7511626878,-6.35767675165,-3.8584320348,3.60586125568,-5.26389131315,3.88160277077
80,DyS,1.54296967764,-2.82071579737,-125.641614994,-62.605731849,-1539.25187828,525.554273277,-70380.0099678,-2077.07193833,-226632.460318,-40247.5074915,-64604.307099,264.513274676,-111265.553449,-25.1463328972,-178310.255214,30.3810385648,-24350.4793079,-0.993887452584,-11342.1259878,-4.01849301413,-3649.14551134,-839.755929756,-821.650809312,0.186836940767,-252.741828412,0.233027161977,-41.7511351858,-6.35763540397,-3.8471317381,3.25175693582,-5.1809737649,3.80785224282
81,RbCl,0.854694733708,-0.480352984692,-126.75244537,-61.4668913359,-1539.05513775,525.299816583,-70372.795995,-2071.85145532,-226632.502564,-40247.536912,-64604.3141705,296.622817182,-111265.553872,-24.7132813284,-178310.255231,33.3492306877,-24350.4793119,-0.994812220632,-11342.1184411,-3.93217396182,-3649.14554537,-839.755995396,-821.650810545,0.238919327842,-252.74182845,0.244865783161,-41.751082361,-6.35755607411,-3.8491266747,3.27205772242,-5.23457067272,3.85552369877
82,HoS,1.50769967236,-2.90714541049,-126.739103655,-64.953208943,-1539.24829938,525.526986074,-70384.8969177,-2079.34902022,-226632.425262,-40247.4830783,-64604.301231,237.868695336,-111265.553098,-25.5056799737,-178310.255199,27.9180305403,-24350.4793046,-0.993120080442,-11342.1322503,-4.08645254067,-3649.1454606,-839.755831901,-821.650807472,0.109194324911,-252.741828356,0.215378577439,-41.7511352757,-6.35763555783,-3.8480607941,3.29376171693,-5.16205327792,3.79102352642
83,YbSe,1.24058543792,-3.59771442033,-113.664977013,-47.3063043403,-1539.24470023,525.500060965,-70383.3760371,-2082.36288801,-226632.245905,-40247.3581722,-64604.2712086,101.546099213,-111265.551302,-27.3442210416,-178310.25512,14.2776956006,-24350.479286,-0.988870309379,-11342.1669345,-4.4541202505,-3649.14534806,-839.755614822,-821.650803392,-0.0630461922452,-252.741828231,0.17622740211,-41.7511901332,-6.35771793783,-3.85022972996,3.35823689772,-4.89448750352,3.5530387145
84,ErS,1.67595508364,-2.78432092802,-128.881406713,-65.0324789617,-1539.25137159,525.551502043,-70378.0780402,-2075.96408223,-226632.540263,-40247.5631658,-64604.3204809,325.276337197,-111265.554249,-24.3268404104,-178310.255246,35.9979435903,-24350.4793155,-0.995637452658,-11342.1117067,-3.855137371,-3649.14555522,-839.756014409,-821.650810903,0.254004666658,-252.741828461,0.248294746952,-41.7511391216,-6.35764132975,-3.85655049509,3.51724683084,-5.24217669142,3.86228882758
85,SrSe,1.5241769906,-3.2682430807,-126.941537087,-63.0898975518,-1539.20752631,525.491120955,-70383.4365048,-2073.65888553,-226632.552135,-40247.5714336,-64604.3224681,334.299709277,-111265.554368,-24.2051446384,-178310.255251,36.8320630422,-24350.4793167,-0.995897328941,-11342.1095859,-3.83087752103,-3649.14556739,-839.756037878,-821.650811344,0.272626348879,-252.741828475,0.25252756074,-41.7511355984,-6.35763603793,-3.85664527435,3.51804345643,-5.25630022494,3.8748509218
86,TmS,1.62099488492,-2.68177453564,-126.235872555,-67.2182527944,-1538.56341383,526.64590056,-70391.172528,-2084.94863442,-226632.304556,-40247.3990172,-64604.2810261,146.124385661,-111265.551889,-26.7430072533,-178310.25515,19.4372331307,-24350.479293,-0.990477810529,-11342.1538145,-4.31528350956,-3649.14536929,-839.755655768,-821.650804161,-0.0305574304837,-252.741828254,0.183612234978,-41.7512098823,-6.35774762036,-3.8561413334,3.54834830276,-4.97965600104,3.6287913361
87,BaSe,1.52682737548,-3.10385173947,-126.694952376,-62.1773759692,-1539.24921492,525.529304791,-70381.9294073,-2076.73817335,-226632.450256,-40247.5004843,-64604.3054147,256.865603831,-111265.553348,-25.2494747075,-178310.254997,-11.4305732306,-24350.4793017,-0.992473806892,-11342.1375245,-4.142538319,-3649.14544987,-839.755811192,-821.650807083,0.0927632026871,-252.741828344,0.211643686428,-41.7511551072,-6.35766532682,-3.84795306566,3.28339207141,-5.09193187143,3.72865445185
88,NaCl,0.128089581755,-1.5480487767,-125.194543261,-60.5146027943,-1539.20633066,525.425767984,-70372.041228,-2073.65770449,-226632.428152,-40247.485091,-64604.3017148,240.065349542,-111265.553127,-25.476054643,-178310.2552,28.1210875565,-24350.4793048,-0.99318334418,-11342.131734,-4.0809622848,-3649.1454663,-839.755842881,-821.650807679,0.117906347986,-252.741828362,0.217358859075,-41.7510769644,-6.35754798267,-3.85026089203,3.30991869195,-5.22599701601,3.84789790998
89,CaSe,1.5023623347,-3.35908666161,-119.266567376,-54.5908950511,-1539.2423387,525.482536413,-70387.1258955,-2084.38048383,-226632.217421,-40247.3383351,-64604.2664406,79.8958716948,-111265.551017,-27.6362108495,-178310.255114,13.3151039547,-24350.4792847,-0.988570405277,-11342.1693824,-4.47998851783,-3649.14534772,-839.755614159,-821.650803379,-0.0635719051867,-252.741828232,0.176107937902,-41.7511706257,-6.35768866848,-3.85061311689,3.38794931196,-4.9543893444,3.60631805625
90,MnO,-1.71058291619,-0.19778166243,-98.2832177484,-37.6029592456,-1530.63410758,515.77609679,-70379.7771088,-2103.31484812,-226578.084126,-40255.365491,-64590.7729321,-208.015001835,-111253.34405,-32.041366819,-178287.431659,-15.2354515079,-24346.3576858,-0.979657384495,-11340.3068155,-4.90431520442,-3649.02617356,-839.055798653,-821.411952583,-0.285333244392,-252.691110529,0.0129984070689,-41.5861294254,-6.35612267051,-3.85113377011,3.20073072879,-3.11759626065,1.97259319905
91,ScN,-0.920818084075,-0.554950626488,-117.147038624,-50.8256330651,-1539.01500212,525.652997287,-70375.9544251,-2072.33709472,-226632.417528,-40247.4776922,-64604.2999364,231.990310741,-111265.55302,-25.5849600267,-178310.255196,27.3746328303,-24350.4793038,-0.992950780114,-11342.133632,-4.10114498598,-3649.14549325,-839.755894876,-821.650808656,0.159161820082,-252.741828392,0.226736456136,-41.7511257996,-6.35762132047,-3.84765791696,3.27472224624,-5.2035984356,3.82797562374
92,ScS,0.617870740976,-1.95390443985,-125.210335263,-62.1076905052,-1539.24630563,525.512302538,-70383.303709,-2080.61755725,-226632.354208,-40247.4335953,-64604.2893373,183.862892717,-111265.552386,-26.2340396837,-178310.25517,22.9257605263,-24350.4792978,-0.991564693237,-11342.144944,-4.22135045636,-3649.14544529,-839.755802364,-821.650806917,0.0857581373462,-252.741828339,0.210051397727,-41.7511708265,-6.35768894779,-3.8556954988,3.50866956603,-5.10856017255,3.74344439696
93,LuS,1.44377642015,-2.27950289634,-126.323080096,-67.0043674738,-1539.23881078,525.456308939,-70391.0035482,-2084.07659098,-226632.381861,-40247.4528531,-64604.2939661,204.880918394,-111265.552663,-25.9505758552,-178310.255181,24.8686583333,-24350.4793004,-0.992170020249,-11342.1400038,-4.16888999684,-3649.14546264,-839.755835822,-821.650807546,0.112305478601,-252.741828358,0.216085746982,-41.7511346857,-6.35763467135,-3.84803570688,3.292576232,-5.16464051872,3.7933247326
